Date,Open,High,Low,Close,AdjClose,Info,FinancialsDate	ResearchDevelopment	IncomeBeforeTax	NetIncome	GrossProfit	TotalRevenue, CashFlowDate	Investments	ChangeToLiabilities	NetBorrowings	ChangeToOperatingActivities,EarningYear	Revenue	Earnings
